road_name,road_type,longitude,latitude
,tertiary,80.1976046,12.8792865
Ottiambakkam Road,tertiary,80.1920035,12.8737573
Ottiambakkam Road,tertiary,80.1924679,12.8819943
Ottiambakkam Road,tertiary,80.1899497,12.884378
Ottiambakkam Road,tertiary,80.1899399,12.8848846
Ottiambakkam Road,tertiary,80.1898834,12.8843814
Ottiambakkam Road,tertiary,80.1899399,12.8848846
Ottiambakkam Road,tertiary,80.1895068,12.8857592
Ottiambakkam Road,tertiary,80.1844626,12.8870185
Ottiambakkam Road,tertiary,80.1844626,12.8870185
Ottiambakkam Road,tertiary,80.1842698,12.887705
Ottiambakkam Road,tertiary,80.1845345,12.8903683
Ottiambakkam Road,tertiary,80.1837105,12.8929182
Ottiambakkam Road,tertiary,80.1830871,12.8949649
Ottiambakkam Road,tertiary,80.1829865,12.8952438
Ottiambakkam Road,tertiary,80.1830306,12.8948558
Ottiambakkam Road,tertiary,80.1845345,12.8903683
Ottiambakkam Road,tertiary,80.1829332,12.8951399
Ottiambakkam Road,tertiary,80.1821015,12.8976266
Medavakkam Maempalam,primary,80.1823204,12.9199247
Medavakkam Flyover,primary,80.1958579,12.9187716
Velachery Mudhanmai Salai,primary,80.1941101,12.9173229
Velachery Tambaram Road,primary,80.1968804,12.9208715
Velachery Main Road,primary,80.1967166,12.9206468
,tertiary,80.2653767,13.105831
Grand Northern Trunk Road,primary,80.2139462,13.1302667
Grand Northern Trunk Road,primary,80.2101882,13.1281863
McNichols Road,primary,80.2435436,13.0657569
Errabalu Chetty Street,tertiary,80.2880604,13.0910655
Broadway Road,secondary,80.2857799,13.0913549
Audiappa Naicken Street,tertiary,80.2852614,13.0914268
,tertiary,80.289743,13.0908144
Broadway Road,secondary,80.2857799,13.0913549
Errabalu Chetty Street,tertiary,80.2887064,13.0909722
,secondary_link,80.2402653,13.0588693
Paper mills road,secondary,80.2153716,13.1291064
Grand Southern Trunk Road,primary,80.2070545,13.0077142
Kathipara Interchange Flyover,primary,80.2040544,13.0127185
Anna Salai (Mount Road),primary,80.224045,13.0145452
Anna Salai (Mount Road),primary,80.224045,13.0145452
Anna Salai (Mount Road),primary,80.2232656,13.0139131
EVR Periyar Salai,primary,80.2560361,13.0790489
Uttamar Gandhi Salai,primary,80.251161,13.0519536
South Canal Bank Road,tertiary,80.2738735,13.0240671
,primary,80.2145984,13.100729
Konnur High Road,primary,80.233192,13.0986731
Konnur High Road,secondary,80.2146,13.1006318
Old Trunk Road,tertiary,80.1537281,12.9725475
Pallavaram Flyover,tertiary,80.1527166,12.9674148
Inner Ring Road (Southern Sector),primary,80.2064475,12.9764703
Inner Ring Road (Southern Sector),primary,80.2043852,12.9780035
Inner Ring Road (Southern Sector),primary,80.2063757,12.9763855
Inner Ring Road (Southern Sector),primary,80.2066346,12.9761665
Moovarasampettai Main Road,tertiary,80.1673825,12.9740923
Terminal Link Road,tertiary,80.1599407,12.9788012
Moovarasampettai Main Road,tertiary,80.1632256,12.9782156
College Road,tertiary,80.1860198,12.9864621
Nanganallur 6th Main Road,tertiary,80.1917865,12.9804971
Moovarasampettai Main Road,tertiary,80.1629102,12.9750902
Royapettah Flyover,secondary,80.2664321,13.0536522
Bharathi Salai,tertiary,80.2803022,13.0577769
Bharathi Salai,tertiary,80.2799504,13.0577922
Bharathi Salai,tertiary,80.2805186,13.0577019
Babu Jagjivanram Salai,tertiary,80.2782735,13.0642773
Swami Sivananda Salai,tertiary,80.2826118,13.0678959
Esplanade,secondary,80.2847631,13.0864305
Deputy Mayor Kabalamurthy Road,secondary,80.2737981,13.0725602
Arunachalam Street,secondary,80.2718636,13.0748757
Anna Salai (Mount Road),primary,80.2743139,13.0716541
Pallavaram Flyover,primary,80.1552054,12.9747537
Anna Salai (Mount Road),primary,80.2566978,13.0565215
Westcott Road,secondary,80.2646346,13.0568118
Westcott Road,secondary,80.2647517,13.0568695
Netaji Subhash Chandra Bose Road,secondary,80.2835776,13.0883156
,secondary,80.2021364,13.0721459
,secondary_link,80.2188635,13.0959245
Madhavaram - Red Hills Road,primary,80.2410441,13.1304739
Madhavaram - Red Hills Road,primary,80.241539,13.1291174
Moolakadai Flyover,primary,80.2438898,13.1272131
Moolakadai Flyover,primary,80.2430938,13.1279109
Tiruvalluvar Street,tertiary,80.2492607,13.1370113
Tiruvalluvar Street,tertiary,80.2550778,13.1364822
5th Main Road,tertiary,80.2491872,13.1367566
Konnur High Road,secondary,80.2141661,13.1008348
Dr. Ambedkar Road,secondary,80.2145984,13.100729
Dr. Ambedkar Road,secondary,80.2152377,13.1029922
Cathedral Road,primary,80.2509228,13.0526521
Purasawalkam High Road,secondary,80.2442427,13.0836609
Konnur High Road,primary,80.2421807,13.0974066
Anderson Road,secondary,80.242209,13.0974863
,tertiary_link,80.2836753,13.0854149
Mount - Medavakkam Road,primary,80.1899181,12.9690131
Mount - Medavakkam Road,primary,80.189596,12.9682552
Madipakkam Main Road,tertiary,80.1898774,12.9690267
,tertiary,80.1854788,12.9940945
Grand Southern Trunk Road,primary,80.1855396,12.9939552
Anna Salai (Mount Road),primary,80.2097415,13.008165
Sardar Patel Road,primary,80.2219855,13.011873
South Usman Road,secondary,80.2304553,13.0342665
Madley Road,tertiary,80.2301184,13.0350601
South Usman Road,secondary,80.230369,13.0342592
1st Main Road,secondary,80.2309273,13.0279977
Anna Salai (Mount Road),primary,80.226294,13.0221111
Anna Salai (Mount Road),primary,80.2248301,13.015249
Anna Salai (Mount Road),primary,80.2103263,13.0085663
Anna Salai (Mount Road),primary,80.2065299,13.0078414
Grand Southern Trunk Road,primary,80.1854788,12.9940945
Mount - Medavakkam Road,primary,80.189535,12.968278
Mount - Medavakkam Road,primary,80.1887888,12.9665183
Perambur High Road,secondary,80.2460655,13.1079618
Strahans Road,secondary,80.2514348,13.0979368
EVR Periyar Salai,primary,80.2410906,13.077325
,primary,80.2407127,13.0773615
Royapettah High Road,secondary,80.2679557,13.0428251
Broadie's Castle Road,primary,80.2626659,13.0202745
DGS Dhinakaran Road,primary,80.2627808,13.0189281
DGS Dhinakaran Road,primary,80.2617081,13.0187731
Adyar Flyover,primary,80.2577905,13.0067676
Besant Nagar 1st Avenue,tertiary,80.2664967,13.0001221
Thirisulam Road,tertiary,80.1623191,12.9795371
,secondary,80.2569604,13.0348777
Murugan koil street,tertiary,80.1978401,13.125527
,tertiary,80.2266214,12.8696444
,primary,80.2415193,13.1269434
Madhavaram High Road,primary,80.2421205,13.1237276
East Coast Road,primary,80.244437,12.8795573
East Coast Road,primary,80.2452907,12.883584
Arcot Road,primary,80.1893647,13.0464375
,tertiary_link,80.1975336,12.8792504
Rajaji Salai,primary,80.2903598,13.0888458
Varuna Salai,tertiary,80.2901754,13.072098
Varuna Salai,tertiary,80.2849837,13.0696351
Varuna Salai,tertiary,80.2847923,13.0698641
,tertiary_link,80.2670355,13.1091639
Basin Bridge,primary,80.2714042,13.1044141
Basin Bridge,primary,80.2714588,13.1043979
,secondary_link,80.2816514,13.0880904
,secondary_link,80.282541,13.0883111
1st Avenue,tertiary,80.2239669,13.092368
,secondary,80.2781634,13.111287
Parthasarathy Bridge,secondary,80.2784251,13.1106438
Parthasarathy Bridge,secondary,80.2781154,13.1112599
Thiruvottriyur High Road,secondary,80.2785044,13.1108377
Thiruvottriyur High Road,secondary,80.2782301,13.1115377
Kannan Street,tertiary,80.2771525,13.1124099
Nungambakkam Subway,secondary,80.231501,13.0665172
Nelson Manickam Road,secondary,80.2312847,13.066495
Choolaimedu High Road,tertiary,80.2314446,13.0666798
Choolaimedu High Road,tertiary,80.231476,13.0667741
Arcot Road,primary,80.2108512,13.0497159
,primary,80.2097334,13.0322179
,primary,80.2117894,13.0320337
,primary,80.2097601,13.0323294
,primary,80.2097601,13.0323294
,primary,80.2097601,13.0323294
11th Avenue,secondary,80.2183903,13.0322985
,tertiary,80.241979,13.1070838
,tertiary,80.2422869,13.1085569
"2nd Avenue, Anna Nagar West",secondary,80.2129314,13.0848525
,primary_link,80.2277212,12.9010151
East Coast Road,primary,80.2447743,12.8808177
,primary_link,80.2447849,12.8808877
,tertiary,80.1479502,12.9651333
Jawaharlal Nehru Road (100 Feet Road),primary,80.2117185,13.0636875
,tertiary,80.2066156,13.1100817
Mount - Poonamallee - Avadi Road,primary,80.1744807,13.0262609
Netaji Subhash Chandra Bose Road,tertiary,80.2811951,13.0886905
Audiappa Naicken Street,tertiary,80.279421,13.0927747
,secondary,80.2522535,13.0724134
,secondary,80.2524035,13.0723666
,secondary,80.2526381,13.0721952
,secondary,80.2524115,13.0726142
,secondary,80.2522732,13.0724274
Mayor Ramanathan Road (Spur Tank Road),secondary,80.2521701,13.0723255
Mayor Ramanathan Road (Spur Tank Road),secondary,80.2505543,13.0718126
Mayor Ramanathan Road (Spur Tank Road),secondary,80.2522787,13.0722692
Mayor Ramanathan Road (Spur Tank Road),secondary,80.2520018,13.0721491
Mayor Ramanathan Road (Spur Tank Road),secondary,80.2515288,13.0720569
Casa Major Road,secondary,80.252535,13.0722987
,tertiary,80.2527151,12.9795645
,primary,80.2264693,13.013815
Perungudi Station Road,tertiary,80.2210651,12.968773
,tertiary,80.2240565,12.9685391
Perungudi Station Road,tertiary,80.2210651,12.968773
,tertiary,80.223573,12.9684204
,tertiary,80.2654814,13.1109772
MKB Nagar East Avenue,secondary,80.2657245,13.1198805
MKB Nagar East Avenue,secondary,80.2659317,13.1272454
TVK Link Road,secondary,80.266374,13.128518
,secondary,80.265753,13.1228348
,secondary,80.2660464,13.1276295
,secondary,80.2658383,13.1273268
New Avadi Road,secondary,80.2345591,13.0866192
New Avadi Road,secondary,80.2345907,13.0875505
Velachery Lower Flyover,primary,80.219387,12.9779775
Velachery Upper Flyover,primary,80.2202138,12.9757596
Velachery Lower Flyover,primary,80.2193279,12.9781365
100 Feet Road,primary,80.2193279,12.9781365
100 Feet Road,primary,80.2204894,12.97508
Taramani Road,primary,80.2214036,12.9759943
Velachery Main Road,primary,80.2187689,12.9707573
Velachery Main Road,primary,80.2190447,12.9714014
100 Feet Road,primary,80.2191661,12.9784912
Velachery Lower Flyover,primary,80.2200432,12.9738071
Velachery Main Road,primary,80.219131,12.9712759
Velachery Upper Flyover,primary,80.2250367,12.978234
Velachery Bypass Road,primary,80.2191448,12.9780536
Velachery Upper Flyover,primary,80.2184924,12.9799608
Basin Bridge Road,primary,80.2735549,13.103905
,primary,80.2731703,13.1039429
,primary,80.2734878,13.1038925
,secondary,80.2734528,13.1044391
,secondary,80.2734566,13.1042977
,primary,80.2735373,13.1039871
,primary,80.2735373,13.1039871
,primary,80.2734728,13.1039745
,secondary,80.2734728,13.1039745
Harrington Road,tertiary,80.2322833,13.0704831
Harrington Road,tertiary,80.2321563,13.0705849
Harrington Road,tertiary,80.23209,13.0705454
Harrington Road,tertiary,80.2321891,13.070445
,primary_link,80.2415872,13.1290847
,primary_link,80.241539,13.1291174
Dr Ambedkar Road,secondary,80.2200793,13.0522605
Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,primary,80.2200793,13.0522605
Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,primary,80.2121868,13.0499127
Pulianthope Nedunchalai,secondary,80.2598315,13.0998533
Ganeshpuram Subway,secondary,80.2597135,13.1095748
Sathyamoorty Nagar Main Road,secondary,80.2656726,13.1141203
,secondary,80.2055776,13.0427009
,tertiary_link,80.2047161,13.0381432
,tertiary_link,80.205026,13.0401392
Bazaar Road,secondary,80.2018479,12.9658721
Bazaar Road,secondary,80.2042239,12.9657144
Bazaar Road,secondary,80.207168,12.9652801
,secondary,80.2005331,12.9655186
,tertiary,80.2082881,12.8766614
Foreshore Estate Promenade,tertiary,80.279637,13.0330032
,secondary,80.2362183,13.11317
,secondary,80.2357006,13.1135215
Paper Mills Road,secondary,80.2418102,13.109721
,secondary,80.2370071,13.1127828
,secondary,80.2367122,13.1129302
Paper Mills Road,secondary,80.2387969,13.111616
Sir Thyagaraya Road,secondary,80.2440531,13.0399667
,secondary,80.2438858,13.0399803
East Coast Road,primary,80.256917,12.966763
,primary,80.205912,13.0694084
Koyambedu Flyover,primary,80.2008193,13.0734304
Koyambedu Flyover,primary,80.2073322,13.0684436
Koyambedu Flyover,primary,80.1999301,13.0743388
Koyambedu Flyover,primary,80.2072054,13.068443
Koyambedu Flyover,primary,80.1999628,13.0740847
Koyambedu Flyover,primary,80.2072742,13.0683387
Dr Ambedkar Road,secondary,80.2201574,13.0516851
Dr Ambedkar Road,secondary,80.2201574,13.0516851
Perambur High Road,primary,80.2486213,13.1066206
,primary,80.2521687,13.1055683
,secondary_link,80.2709288,13.0813354
Raja Muthiah Road,secondary,80.2709372,13.0808678
General Hospital Road,primary,80.2709854,13.0810014
Ayanavaram Road,tertiary,80.2409114,13.0924871
Rajiv Gandhi Salai,primary,80.2440923,12.9579758
,primary_link,80.1984656,13.0877345
Powder Mills Road,tertiary,80.2678244,13.0994735
Powder Mills Road,tertiary,80.2677668,13.0996119
Pulianthope Nedunchalai,secondary,80.2683239,13.09813
Pulianthope Nedunchalai,secondary,80.2669276,13.0984763
East Coast Road,primary,80.245538,12.8879243
Kalki Krishnamurty Road,secondary,80.2546692,12.9827366
Kalki Krishnamurty Road,secondary,80.2555276,12.9863404
Kalki Krishnamurty Road,secondary,80.2558414,12.9874821
Gandhi Irwin Road,secondary,80.2610651,13.0774102
Gandhi Irwin Road,secondary,80.2623028,13.0777391
Gandhi Irwin Road,secondary,80.2611036,13.0773407
Bazaar Road,secondary,80.2012926,12.9653985
Bazaar Road,secondary,80.2005331,12.9655186
Greams Road,tertiary,80.2545956,13.0578038
Greams Road,secondary,80.2542901,13.0668378
Greams Road,tertiary,80.2543275,13.0629577
,tertiary,80.2656061,13.1111259
Erukkancheri High Road,tertiary,80.2656187,13.1108314
Inner Ring Road (Southern Sector),primary,80.2043167,12.9778938
,tertiary,80.1490703,12.9675273
Netaji Subhash Chandra Bose Road,tertiary,80.2752715,13.091413
Wall Tax Road,primary,80.2757841,13.0866209
East Coast Road,primary,80.2429861,12.8668262
East Coast Road,primary,80.2418889,12.8616393
,primary,80.2428885,12.8668352
,primary,80.2425564,12.8657875
,primary,80.243188,12.8673734
East Coast Road,primary,80.2421305,12.8628114
Rajiv Gandhi Salai,primary,80.2279903,12.9009007
Rajiv Gandhi Salai,primary,80.2270065,12.87656
,primary_link,80.1962728,13.0986839
,primary_link,80.1946699,13.0998639
,primary_link,80.1951223,13.0993274
,primary_link,80.1957186,13.098885
Ayya Mudali Street,tertiary,80.270501,13.0788138
Dams Road,tertiary,80.270501,13.0788138
Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,primary,80.2129151,13.0500085
New Avadi Road,primary,80.2099523,13.1003211
Mc Nichols Road,primary,80.2424374,13.0691719
Choolaimedu Bridge,tertiary,80.2316201,13.0678432
Chari Road,tertiary,80.231836,13.0688388
Chari Road,tertiary,80.2317936,13.0688028
Choolaimedu Bridge,tertiary,80.231503,13.0669086
Chari Road,tertiary,80.2317511,13.0686681
,secondary_link,80.1834525,13.0216876
,primary,80.211898,13.0331227
Basin Bridge Road,secondary,80.2685475,13.0945124
,secondary_link,80.2802546,13.0503186
,primary,80.2906337,13.1026852
Rajiv Gandhi Salai,primary,80.2473989,13.0067719
Sardar Patel Road,primary,80.2476619,13.0066597
Sardar Patel Road,primary,80.2476214,13.0067745
Sardar Patel Road,primary,80.2471889,13.0067732
,secondary,80.2262617,13.1086752
,secondary,80.2244006,13.1073662
,secondary,80.2241714,13.107783
,secondary,80.2241775,13.107861
,secondary,80.2242074,13.1081683
,secondary,80.2242188,13.1082485
,secondary,80.2242267,13.1083036
,secondary,80.2243069,13.1088149
,secondary,80.224164,13.1076888
,secondary,80.2262617,13.1086752
,secondary,80.2485306,13.1244059
Ethiraj Samy Salai,secondary,80.248896,13.1255092
Ethiraj Samy Salai,secondary,80.2483674,13.1237858
,secondary,80.286505,13.1212712
Thiruvottriyur High Road,secondary,80.2875793,13.1233183
Thiruvottriyur High Road,secondary,80.2875793,13.1233183
Enmore High Road,secondary,80.2762361,13.117959
Cochrane Basin Road,secondary,80.275098,13.1137668
East Coast Road,primary,80.2420328,12.8616276
Water Works Road,secondary,80.2074479,13.0129187
,secondary,80.2098294,13.0131716
Water Works Road,secondary,80.2074879,13.0129611
,tertiary,80.2096922,13.0148592
,secondary,80.2522508,12.9850484
,secondary,80.2113062,12.9645643
Bazaar Road,secondary,80.2062836,12.9653367
Bazaar Main Road,secondary,80.2089611,12.9649525
Besant Avenue Road,secondary,80.2679926,13.0021362
,secondary,80.2679926,13.0021362
,secondary,80.2667645,13.0003144
Besant Avenue Road,secondary,80.2670611,13.0006532
,secondary,80.2670076,12.99952
,secondary,80.2668722,13.0002373
,tertiary,80.2667645,13.0003144
,secondary,80.2667776,13.0000855
2nd Avenue,secondary,80.2668833,13.0000255
Besant Avenue Road,secondary,80.2688769,13.0035774
Besant Avenue Road,secondary,80.2701478,13.0068053
,tertiary,80.2020389,13.0406519
RK Shanmugam Salai,tertiary,80.2024891,13.0431674
Rajamannar Salai,secondary,80.1937612,13.0444032
Rajamannar Salai,secondary,80.2036223,13.0429988
,secondary,80.2525416,13.0739971
,secondary,80.2525416,13.0739971
,primary_link,80.2203135,12.9746827
,tertiary,80.2249637,13.0319297
Konnur High Road,primary,80.2477063,13.0972607
Konnur High Road,primary,80.2472791,13.0971436
Elliot's Beach Promenade,tertiary,80.2703477,12.995483
Elliot's Beach Promenade,tertiary,80.2710428,13.0008946
,primary_link,80.2103836,12.9490507
,primary_link,80.2110311,12.948563
,primary_link,80.2108353,12.9485722
Velachery Main Road Flyover,primary,80.2089171,12.9459138
Velachery Main Road Flyover,primary,80.2091698,12.9462137
Velachery Main Road Flyover,primary,80.2109662,12.9511254
Velachery Main Road Flyover,primary,80.2111883,12.9511973
Pallavaram - Thoraipakkam Road,primary,80.211033,12.9485064
Pallavaram - Thoraipakkam Road,primary,80.2114441,12.9485287
Pallavaram - Thoraipakkam Road,primary,80.2114469,12.9483864
Pallavaram - Thoraipakkam Road,primary,80.2115623,12.9483871
Pallavaram - Thoraipakkam Road,primary,80.21467,12.9487266
Pallavaram - Thoraipakkam Road,primary,80.2153093,12.9487929
Pallavaram - Thoraipakkam Road,primary,80.2153186,12.9487047
Pallavaram - Thoraipakkam Road,primary,80.2154287,12.9487162
Pallavaram - Thoraipakkam Road,primary,80.215416,12.9488041
Pallavaram - Thoraipakkam Road,primary,80.2165021,12.9489158
Pallavaram - Thoraipakkam Road,primary,80.2165094,12.9488211
Pallavaram - Thoraipakkam Road,primary,80.2166014,12.9488301
Pallavaram - Thoraipakkam Road,primary,80.2175123,12.9490195
Pallavaram - Thoraipakkam Road,primary,80.217412,12.9490094
Pallavaram - Thoraipakkam Road,primary,80.2178121,12.9489485
Pallavaram - Thoraipakkam Road,primary,80.217524,12.9489205
Pallavaram - Thoraipakkam Road,primary,80.2179643,12.9490675
Pallavaram - Thoraipakkam Road,primary,80.2187938,12.9491517
Pallavaram - Thoraipakkam Road,primary,80.2188034,12.9490438
Pallavaram - Thoraipakkam Road,primary,80.2188966,12.9490538
Pallavaram - Thoraipakkam Road,primary,80.2211382,12.9492908
Pallavaram - Thoraipakkam Road,primary,80.2202789,12.9491871
Pallavaram - Thoraipakkam Road,primary,80.2202682,12.9492997
Pallavaram - Thoraipakkam Road,primary,80.2201529,12.9492867
Pallavaram - Thoraipakkam Road,primary,80.2229712,12.9494166
Pallavaram - Thoraipakkam Road,primary,80.2225638,12.9493892
Pallavaram - Thoraipakkam Road,primary,80.2225506,12.9494824
Pallavaram - Thoraipakkam Road,primary,80.2223789,12.9494726
Pallavaram - Thoraipakkam Road,primary,80.2230488,12.9495131
Pallavaram - Thoraipakkam Road,primary,80.2229652,12.949508
Pallavaram - Thoraipakkam Road,primary,80.2233079,12.9494393
Pallavaram - Thoraipakkam Road,primary,80.2230654,12.9494229
Semmozhi Salai,primary,80.2229656,12.9011603
Semmozhi Salai,primary,80.2129377,12.9035176
Semmozhi Salai,primary,80.2130886,12.9033782
,primary_link,80.1933772,12.9169683
Egmore High Road,secondary,80.253036,13.0741978
Constable Road,tertiary,80.2402081,13.1026596
Constable Road,tertiary,80.2426734,13.1022988
Dr Ambedkar Road,secondary,80.219609,13.0497952
Dr Ambedkar Road,secondary,80.220172,13.0515516
Arcot Road,primary,80.1958773,13.0475202
Jawaharlal Nehru Road (100 Feet Road),primary,80.198761,13.0949306
,tertiary,80.1993301,13.0949009
Choolaimedu High Road,tertiary,80.231503,13.0669086
New Avadi Road,secondary,80.2139826,13.0985641
,secondary,80.219221,13.0965259
Elliot's Beach Promenade,tertiary,80.2719234,13.0021527
Annai Velankanni Road,tertiary,80.2703889,12.995433
Annai Velankanni Road,tertiary,80.2676908,12.995714
Mahatma Gandhi Road,secondary,80.2568782,12.9968493
,tertiary,80.2558152,12.9968461
Dr. Muthulakshmi Road,secondary,80.2558152,12.9968461
,tertiary,80.2550243,12.996779
Indira Nagar 2nd Avenue,tertiary,80.2548168,12.9968237
,tertiary,80.2549483,12.9968623
,secondary,80.2558262,12.9967052
,tertiary,80.2422302,13.0692268
,tertiary,80.2279513,12.9038488
East Coast Road,primary,80.241952,12.860315
,primary_link,80.285258,13.0746645
,primary_link,80.2858464,13.0731215
Whites Road,secondary,80.2635995,13.0578594
,primary_link,80.2252635,12.9783717
,primary_link,80.2019209,12.9075636
Mambalam High Road,tertiary,80.2309581,13.0509695
,primary,80.1954781,12.9186424
,secondary,80.2252926,13.1064344
Inner Ring Road,primary,80.2064785,13.0212029
Inner Ring Road,primary,80.2064911,13.0217923
Inner Ring Road,primary,80.2063264,13.0222375
Ramasamy Salai,tertiary,80.2020307,13.0405661
Besant Nagar 1st Main Road,tertiary,80.2652571,13.0002929
,tertiary,80.2499648,13.0811753
Audiappa Naicken Street,tertiary,80.2817478,13.0924251
Anna Nagar Roundabout,secondary,80.2180859,13.084539
Anna Nagar 2nd Avenue,secondary,80.2180996,13.0847503
,tertiary,80.2036629,13.0068708
,tertiary,80.2042489,13.0073594
,tertiary,80.2042558,13.0073166
,tertiary_link,80.2047431,13.0073085
,tertiary,80.2053353,13.0073669
,tertiary,80.2041876,13.0073787
,tertiary,80.2040121,13.0083659
,tertiary,80.2031905,13.0070674
,primary_link,80.20248,13.0067924
,primary_link,80.2017515,13.0058638
,primary_link,80.2026665,13.0057889
,primary_link,80.2024806,13.0063956
,tertiary,80.2031905,13.0070674
,tertiary,80.2026735,13.0064944
,tertiary,80.2026735,13.0064944
,tertiary,80.1361653,13.02061
,tertiary,80.1330024,13.0178326
,secondary,80.2302661,13.0351877
Burkit Road,secondary,80.2331176,13.0346618
CP Ramaswamy Road,secondary,80.256884,13.0333235
Blue Beach Road,tertiary,80.2603024,12.9424213
Muthuswamy Road,primary,80.2819163,13.0790646
Muthuswamy Road,primary,80.2818635,13.0792711
Jawaharlal Nehru Road (100 Feet Road),primary,80.211426,13.0588383
Jawaharlal Nehru Road (100 Feet Road),primary,80.2114344,13.0583251
,secondary_link,80.2559017,12.9945522
,tertiary,80.1535684,12.9718827
Mount - Medavakkam Road,primary,80.1972031,12.9855374
MKB Nagar West Avenue,secondary,80.2591202,13.1263115
Meenambal Road,secondary,80.2590683,13.1272383
Kavingar Barathidasan Road,secondary,80.254416,13.0350631
,primary,80.2620135,13.1173271
Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,primary,80.217671,13.0514781
Bazaar Road,tertiary,80.2242678,13.0218969
Bazaar Road,tertiary,80.2242678,13.0218969
,tertiary,80.1512397,12.9720529
,secondary,80.2794989,13.1056799
Pallavan Salai,tertiary,80.2332296,13.1211776
,tertiary,80.1531964,12.9732631
Padavattamman Koil Street,secondary,80.2757771,13.1043397
Venkatanarayana Road,secondary,80.2338434,13.0405658
Venkatanarayana Road,secondary,80.2340782,13.0401158
Thambu Chetty Street,tertiary,80.2899758,13.0989424
Maduvankarai Bridge,tertiary,80.2094986,13.0060709
Karanai Adhidravidar Colony Approach Road,tertiary,80.1999133,12.8587463
Ponniamman Koil Street,tertiary,80.1964637,12.9723418
Ponniamman Koil Street,tertiary,80.1975475,12.9815045
Ponniamman Koil Street,tertiary,80.1974341,12.9799909
5th Main Road,tertiary,80.1828703,12.9805958
Moovarasampettai Main Road,tertiary,80.1807071,12.9677659
1st Street,tertiary,80.178895,12.8982355
Pallavan Salai,tertiary,80.2326284,13.1210472
Paper Mills Road,secondary,80.2139462,13.1302667
Paper Mills Road,secondary,80.2131042,13.130562
CP Ramaswamy Road,secondary,80.2568593,13.0330694
Abhiramapuram 4th Street,tertiary,80.2566508,13.0308997
,tertiary,80.2584571,13.1469943
Panagal Park,secondary,80.2324897,13.0422
Panagal Park,secondary,80.2340633,13.0418188
CIT Nagar 1st Main Road,secondary,80.2307615,13.030776
Kalaingar Karunanidhi Salai,primary,80.2474247,12.8977497
East Coast Road,primary,80.2474036,12.897636
East Coast Road,primary,80.2475059,12.8977322
Kalaingar Karunanidhi Salai,primary,80.2474036,12.897636
Rajiv Gandhi Salai,primary,80.2464205,12.9630989
Rajiv Gandhi Salai,primary,80.2465046,12.9630201
Rajiv Gandhi Salai,primary,80.2467116,12.9634407
,tertiary,80.2110096,13.009488
Inner Ring Road,primary,80.2043711,13.0136586
Inner Ring Road,primary,80.2046766,13.0144662
Inner Ring Road,primary,80.2039554,13.0127638
Inner Ring Road,primary,80.2042207,13.0137092
Inner Ring Road,primary,80.2062933,13.0216456
Arcot Road,primary,80.195618,13.0474954
Arcot Road,primary,80.1958734,13.0474431
RA Puram 2nd Main Road,secondary,80.2541257,13.0271621
Chamiers Road,tertiary,80.2533102,13.0260185
Konnur High Road,primary,80.2473959,13.0971782
Dr Radhakrishnan Salai,primary,80.2635724,13.0446855
Dr Radhakrishnan Salai,primary,80.2647719,13.0445713
Pilkington Road,tertiary,80.24043,13.1026433
Pilkington Road,tertiary,80.2400962,13.1008727
Peddu Street,secondary,80.2744605,13.1019385
Wall Tax Road,primary,80.2735549,13.103905
Errabalu Chetty Street,tertiary,80.2865266,13.0912969
Pantheon Road,secondary,80.2549746,13.0674383
Ethiraj Salai,secondary,80.2548395,13.0673491
Pantheon Road,secondary,80.2548395,13.0673491
,secondary,80.2547261,13.0673502
,secondary,80.25479,13.0674102
EVR Periyar Salai,primary,80.2519147,13.0788877
EVR Periyar Salai,primary,80.2516867,13.0788878
EVR Periyar Salai,primary,80.2519217,13.0787742
EVR Periyar Salai,primary,80.2514267,13.078774
Halls Road,secondary,80.2575522,13.0746883
Gandhi Irwin Road,secondary,80.2561144,13.0749196
Thiruvalluvar Salai,primary,80.2580865,12.9874074
Thiruvalluvar Salai,primary,80.255758,12.9875915
Thiruvalluvar Road,primary,80.2557785,12.9876994
Dr. Muthulakshmi Road,secondary,80.255758,12.9875915
Dr. Muthulakshmi Road,secondary,80.2559174,12.9968581
Anna Salai (Mount Road),primary,80.2712749,13.0681313
Anna Salai (Mount Road),primary,80.2717094,13.068432
Wallajah Road,secondary,80.2719978,13.0681631
Anna Salai (Mount Road),primary,80.2717927,13.0683616
Wallajah Road,secondary,80.2717927,13.0683616
,secondary,80.2717904,13.0685129
Anna Salai (Mount Road),primary,80.271881,13.0684298
Uttamar Gandhi Salai (Nungambakkam High Road),primary,80.2502624,13.0538289
Uttamar Gandhi Salai (Nungambakkam High Road),primary,80.2503204,13.0534951
Anna Arch Road,secondary,80.217808,13.0821773
4th Avenue (Santhi Colony Road),tertiary,80.2179357,13.0821742
4th Avenue (Santhi Colony Road),tertiary,80.217809,13.0822416
Anna Arch Road,secondary,80.2179357,13.0821742
Anna Arch Road,secondary,80.2179356,13.0822372
,tertiary,80.255665,12.9968333
Dr. Muthulakshmi Road,secondary,80.2558262,12.9967052
