road_name,road_type,longitude,latitude
Cathedral Road,primary,80.256491,13.0461954
Music Academy Flyover,primary,80.2577261,13.0456934
Music Academy Flyover,primary,80.2576339,13.0458327
Cathedral Road,primary,80.2568384,13.0459415
Cathedral Road,primary,80.2574371,13.045708
McNichols Road,primary,80.2434821,13.0659178
Sterling Road,secondary,80.2434821,13.0659178
East Coast Road,primary,80.2591108,12.9777235
East Coast Road,primary,80.2591494,12.9781504
East Coast Road,primary,80.2590972,12.977169
East Coast Road,primary,80.2591791,12.9777423
EVR Periyar Salai,primary,80.2566332,13.0790988
Taravath Madhavan Nair Bridge Road,secondary,80.2566332,13.0790988
Taravath Madhavan Nair Bridge Road,secondary,80.2566581,13.078745
VM Street,tertiary,80.268356,13.0446314
VM Street,tertiary,80.2683564,13.0445095
Dr Radhakrishnan Salai,primary,80.268356,13.0446314
Pallavan Salai,secondary,80.2751566,13.0816211
General Hospital Road,primary,80.2752772,13.081732
EVR Periyar Salai,primary,80.2651321,13.0806787
Langs Garden Park,secondary,80.2651321,13.0806787
EVR Periyar Salai,primary,80.2651669,13.0807843
EVR Periyar Salai,primary,80.2652332,13.0806923
Langs Garden Road,secondary,80.2652332,13.0806923
Thirumangalam – Mogappair Road,primary,80.1984535,13.0872653
Jawaharlal Nehru Road (100 Feet Road),primary,80.1984533,13.0871073
Jawaharlal Nehru Road (100 Feet Road),primary,80.1986852,13.0872572
EVR Periyar Salai,primary,80.2177892,13.0750278
EVR Periyar Salai,primary,80.2218337,13.0741989
EVR Periyar Salai,primary,80.2177722,13.0749148
EVR Periyar Salai,primary,80.2183293,13.0748287
Santhome High Road,primary,80.2773791,13.0334551
EVR Periyar Salai,primary,80.2556935,13.0791025
EVR Periyar Salai,primary,80.2566019,13.0791851
Arulayammanpet Main,tertiary,80.2109067,13.0159651
Muthialpet Roundabout,primary,80.2868181,13.1043017
Broadway Road,secondary,80.2868074,13.1038115
Broadway Road,secondary,80.2868667,13.1043104
Broadway Road,secondary,80.2868074,13.1038115
Old Jail Road,primary,80.2867323,13.1043793
Old Jail Road,primary,80.2862631,13.104569
Perambur High Road,primary,80.2486192,13.1065577
Perambur High Road,primary,80.2478802,13.1068561
Mount - Medavakkam Road,primary,80.1952529,12.9806799
Mount - Poonamallee - Avadi Road,primary,80.1872539,13.0179598
Mount - Poonamallee - Avadi Road,primary,80.1872949,13.0179402
MKN Road,tertiary,80.1894543,12.9959327
Jawaharlal Nehru Road (100 Feet Road),primary,80.2116447,13.0586707
Jawaharlal Nehru Road (100 Feet Road),primary,80.2116455,13.0588149
Greams Road,tertiary,80.2555182,13.0557372
Greams Road,tertiary,80.2554347,13.0562
Venkatanarayana Road,secondary,80.2382686,13.0335189
Thanikachalam Road,secondary,80.2376925,13.0344493
T T Krishnamachari Road,secondary,80.2556236,13.0366765
,tertiary,80.2054263,13.1240324
Jawaharlal Nehru Road (100 Feet Road),primary,80.2092476,13.1273388
,primary,80.2486493,13.1232258
Erukkancheri High Road,primary,80.2463861,13.1253451
,tertiary_link,80.2290272,12.9127609
,primary,80.2571268,13.1187779
15th Avenue,primary,80.2099925,13.0347201
,secondary_link,80.2240221,13.0284845
kumaran colony 1st street,secondary_link,80.2239623,13.0284717
Ambedkar College Road,secondary,80.2614697,13.1142316
Paper Mills Road,secondary,80.2375043,13.112499
Manapakkam Main Road,secondary,80.1669715,13.0126073
Manapakkam Main Road,secondary,80.1663043,13.0124217
Suryanarayana Chetty Street,primary,80.2947063,13.125656
Suryanarayana Chetty Street,primary,80.2951901,13.1271847
Taramani Link Road,primary,80.2284118,12.9802684
Rajiv Gandhi Salai,primary,80.2434461,12.9565447
Venkatanarayana Road,secondary,80.2345288,13.0391816
MKB Nagar East Avenue,secondary,80.2658525,13.1228371
Dr MGR Salai,primary,80.2432517,13.0527973
Thirumalai Road,secondary,80.240999,13.0525385
Dr MGR Salai,primary,80.2412402,13.0525449
Thirumalai Pillai Road,secondary,80.2408896,13.0524324
Dr MGR Salai,primary,80.2408896,13.0524324
,tertiary,80.2099086,12.8795459
Thirumalai Road,secondary,80.2401181,13.0486931
Vadakkupattu Road,tertiary,80.187361,12.9292434
Anna Salai,tertiary,80.2478151,12.9667731
,primary,80.2138783,13.0986136
,primary,80.2147154,13.1006664
,secondary_link,80.2147936,13.1082251
Velachery Mudhanmai Salai,primary,80.1967752,12.9205184
Medavakkam Maempalam,primary,80.1957814,12.9188326
Medavakkam Flyover,primary,80.1967323,12.9203745
Medavakkam Flyover,primary,80.1907195,12.9173199
Velachery Mudhanmai Salai,primary,80.1891178,12.9176592
Gandhi Irwin Bridge Road,secondary,80.265316,13.0764992
Gandhi Irwin Bridge Road,secondary,80.26543,13.0788816
St. Andrews Bridge,secondary,80.2656142,13.0764602
St. Andrews Bridge,secondary,80.2662422,13.0762169
,secondary,80.2652806,13.0764835
Arunachallam Street,secondary,80.2654495,13.0764534
Arunachallam Street,secondary,80.2656188,13.0763537
Pantheon Road,secondary,80.2652647,13.0762953
Pantheon Road,secondary,80.2642474,13.0757868
,secondary_link,80.2647831,13.0760833
Langs Garden Road,tertiary,80.2654267,13.0762896
Langs Garden Road,tertiary,80.265263,13.0754137
Ponniamman Koil Street,secondary,80.2641819,13.0767058
,secondary,80.2634216,13.0782328
Gandhi Irwin Road,secondary,80.2633478,13.0782767
Gandhi Irwin Road,secondary,80.2654625,13.0786209
Whannels Road,secondary,80.263408,13.0781239
Whannels Road,secondary,80.2642127,13.076506
Whannels Road,secondary,80.2642474,13.0757868
,secondary,80.2642609,13.0757165
Arunachalam Street,secondary,80.2663236,13.0763165
Arunachalam Street,secondary,80.26636,13.0761989
,secondary,80.2609451,13.0731208
,secondary,80.2611278,13.0732364
,secondary,80.2611839,13.0730726
,secondary,80.260916,13.0733104
,secondary_link,80.2610467,13.0732943
,secondary,80.2612493,13.0732656
Dams Road,tertiary,80.2684683,13.0668783
Link Road,tertiary,80.2610661,13.0635217
Durgabai Deshmukh Road,primary,80.2598146,13.0164021
Durgabai Deshmukh Road,primary,80.2591725,13.0147153
Stephensons Salai,secondary,80.2534095,13.10494
Ambedkar Kalloori Salai,secondary,80.2606894,13.1066396
Ambedkar Kalloori Salai,secondary,80.260733,13.1063562
Ambedkar Kalloori Salai,secondary,80.2597879,13.1091131
Ambedkar Kalloori Salai,secondary,80.2607477,13.1066428
Stephensons Salai,secondary,80.2577805,13.1038867
Stephensons Salai,secondary,80.2573916,13.1038959
Stephensons Salai,secondary,80.2604185,13.1021039
Stephensons Salai,secondary,80.2577509,13.1037509
Anna Nagar 3rd Avenue,secondary,80.2183157,13.0940072
Anna Nagar 3rd Avenue,secondary,80.2183124,13.0939487
Anna Nagar 3rd Avenue,secondary,80.2191799,13.0964167
Anna Nagar 3rd Avenue,secondary,80.218431,13.0939845
Medavakkam Tank Road,secondary,80.244871,13.0862153
Medavakkam Tank Road,secondary,80.2445334,13.086642
Narasimha Nagar Main Road,tertiary,80.2654542,13.1056411
Peters Road,secondary,80.2652478,13.0538354
Maloney Road,secondary,80.2395203,13.0353119
,tertiary,80.2137949,13.1298613
Kolathur Road,tertiary,80.2121874,13.1239092
Kolathur Main Road,tertiary,80.2110985,13.1168677
,tertiary,80.2020946,13.1205244
Venkatraman Road,tertiary,80.2194526,13.1140574
Poompuhar Nagar 1st Main Road,secondary,80.2110985,13.1168677
,primary,80.2423005,13.1086934
Gangai Amman Koil Street,tertiary,80.2167055,13.0513071
,primary_link,80.2214088,13.0744383
,secondary,80.2345591,13.0866192
EVR Periyar Salai Flyover,primary,80.2007458,13.0764791
Venkatakrishna Iyer Road,secondary,80.2643167,13.0265194
,tertiary,80.2099776,13.0101608
Wallajah Road,secondary,80.2721044,13.0682205
Anna Salai (Mount Road),primary,80.271456,13.0680993
Anna Salai (Mount Road),primary,80.2716063,13.0682067
Thiruvottriyur High Road,secondary,80.2922811,13.1323739
Raja Muthiah Road,secondary,80.2705201,13.0842566
UI Colony 4th Main Road,tertiary,80.2231876,13.0488103
Stephensons Salai,secondary,80.2561073,13.1039884
Mount - Poonamallee - Avadi Road,primary,80.1425683,13.0368669
Arangappan Road,tertiary,80.2251335,13.0316028
,tertiary,80.2251335,13.0316028
Montieth Road,secondary,80.2601255,13.0665644
Kodambakkam Railway Flyover,primary,80.2282332,13.0540537
Jawaharlal Nehru Road (100 Feet Road),primary,80.1986356,13.0829694
Stephensons Salai,secondary,80.2559893,13.1040304
Arcot Road,primary,80.1949548,13.0474188
Arcot Road,primary,80.1953052,13.0474075
Abusali Street,tertiary,80.1991474,13.0489453
North Usman Road,secondary,80.2324952,13.0447477
Peters Road,secondary,80.2668862,13.053616
,tertiary,80.2247,13.07396
Velachery Mudhanmai Salai,primary,80.20787,12.9431474
St Thomas Mount Subway,primary,80.2012238,12.9943748
,primary_link,80.2566721,13.0566976
,tertiary,80.2002139,12.9115183
MKN Road,tertiary,80.1904996,12.9961225
,tertiary,80.2418208,13.0692258
Netaji Subhash Chandra Bose Road,tertiary,80.2815146,13.0886274
Perambur Barracks Salai,secondary,80.2592517,13.0973747
Arcot Road,primary,80.2038574,13.0480347
Perambur High Road,secondary,80.248871,13.1082336
,secondary,80.2461235,13.1080001
OMR Service Road,tertiary,80.24168,12.9515004
Bharani Street,tertiary,80.2314679,12.9731411
Perambur High Road,secondary,80.2503512,13.1084501
Luz Church Road,secondary,80.2586844,13.0386649
Luz Church Road,secondary,80.2605347,13.0377933
,primary_link,80.2810028,13.064254
,primary_link,80.2421235,13.1287101
,secondary_link,80.2255768,13.0688872
,secondary_link,80.2244581,13.0698331
Anna Arch Flyover,secondary,80.2217422,13.0721501
Nungambakkam Subway,secondary,80.231515,13.0664399
Taramani Link Road,primary,80.2521698,12.9799944
SIDCO Industrial Estate South Phase Road,secondary,80.2043711,13.0136586
,primary,80.2250373,13.0998762
Anna Nagar 6th Avenue,tertiary,80.2237089,13.0920298
Anna Nagar 6th Avenue,tertiary,80.2183333,13.0923137
Anna Nagar 6th Avenue,tertiary,80.2192956,13.0921836
Anna Nagar 3rd Avenue,secondary,80.2182085,13.0923351
Anna Nagar 3rd Avenue,secondary,80.2184282,13.0939259
Konnur High Road,primary,80.2161995,13.0999593
,primary,80.216228,13.1000119
Suryanarayana Chetty Street,primary,80.2958731,13.1298547
Suryanarayana Chetty Street,primary,80.2958567,13.1297986
Suryanarayana Chetty Street,primary,80.2959208,13.1297979
Suryanarayana Chetty Street,primary,80.295938,13.1298535
,tertiary,80.2343225,13.116088
Nerkundrampadai Road (West),tertiary,80.2110725,13.0545709
Jeeva Nagar Main Road,tertiary,80.292402,13.1441859
East Coast Road,primary,80.2584392,12.9740481
East Coast Road,primary,80.2580422,12.972001
Thiru Vi Ka Sundaram High Road,tertiary,80.2671427,13.0439081
Anna Salai (Mount Road),primary,80.246323,13.0360676
Semmozhi Salai,primary,80.1942384,12.9169937
,tertiary,80.2083351,12.873972
,tertiary,80.2550197,13.087708
Tana street,tertiary,80.2555208,13.0859571
Anna Salai (Mount Road),primary,80.2459911,13.0355957
Mangadu - Pattu - Mugalivakkam Road,tertiary,80.1432274,13.0197505
Kodambakkam – Sriperumbudur Road,primary,80.1357251,13.0150542
Medavakkam Tank Road,secondary,80.2452798,13.0855829
Purasawalkam High Road,secondary,80.245268,13.0856695
Velachery Mudhanmai Salai,primary,80.1942384,12.9169937
Medavakkam - Mambakkam - Sembakkam Road,primary,80.1924093,12.9173533
Velachery Mudhanmai Salai,primary,80.1922722,12.9170818
Muthuswamy Bridge,primary,80.2808397,13.0802865
Muthuswamy Bridge,primary,80.2810762,13.0815217
Pallavan Salai,secondary,80.2762588,13.0772122
Pallavan Salai,secondary,80.276213,13.077115
Velachery Upper Flyover,primary,80.2248166,12.9781831
Velachery Upper Flyover,primary,80.2205984,12.9756328
,tertiary,80.2096943,12.8791968
,tertiary,80.2108086,12.8840334
Justice Sundaram Road,tertiary,80.2640871,13.0334434
Maduvankarai Bridge,tertiary,80.2120208,13.0784187
East Coast Road,primary,80.2575687,12.9693963
Arunachalam Street,secondary,80.266194,13.0763258
MKB Nagar West Avenue,secondary,80.2592924,13.1229023
Cochrane Basin Road,secondary,80.2724532,13.1065007
Cochrane Basin Road,secondary,80.2734528,13.1044391
80 Feet Road,tertiary,80.1993747,13.0474854
80 Feet Road,tertiary,80.1988462,13.0454622
4th Avenue,secondary,80.2188113,13.0467594
Rangarajapuram Main Road,secondary,80.226224,13.0467058
Thazhambur - DLF Road,tertiary,80.2049255,12.8717578
Thazhambur - DLF Road,tertiary,80.2075337,12.8733709
80 Feet Road,tertiary,80.1985236,13.0436568
80 Feet Road,tertiary,80.19882,13.0453307
80 Feet Road,tertiary,80.1987318,13.0449323
80 Feet Road,tertiary,80.1986731,13.0445962
,secondary_link,80.2575987,13.0067779
,secondary,80.2230702,13.0112009
Mugalivakkam Main Road,tertiary,80.1540781,13.0217548
Mugalivakkam Main Road,tertiary,80.1556643,13.0215112
Sir Thyagaraya Road,secondary,80.2438772,13.0398873
,tertiary,80.2331597,12.9347624
,primary,80.251599,12.987272
,primary,80.2517351,12.9862657
,tertiary,80.2513053,12.9862802
Grand Northern Trunk Road,primary,80.2157235,13.1339905
Grand Northern Trunk Road,primary,80.2140849,13.1305695
,tertiary_link,80.2045283,12.871488
New Avadi Road,secondary,80.2262322,13.0926348
,tertiary,80.2374618,13.1221175
Pallavan Salai,tertiary,80.2373075,13.1221074
Thiruvika Salai,secondary,80.2676627,13.0389366
Racecourse Road,secondary,80.2125876,13.0052438
,primary_link,80.2178218,12.9833561
,tertiary,80.235542,12.9500956
Kakkan Nagar Main Road,tertiary,80.2048137,12.9883313
Kakkan Nagar Main Road,tertiary,80.2048306,12.9885877
Mount - Medavakkam Road,primary,80.1829517,12.9440494
Dams Road,tertiary,80.268369,13.0664255
Devadi Street,tertiary,80.2740447,13.0315028
,secondary,80.2588594,13.0675607
NSK Salai,primary,80.2146095,13.0506076
Mopparappan Street,tertiary,80.2370398,13.0324669
Acharya Tulsi Road,tertiary,80.1494258,12.9708431
,tertiary,80.1514117,12.9719485
Frazer Bridge Road,tertiary_link,80.2836753,13.0854149
Muthuswamy Road,primary,80.2836834,13.0850451
Anna Salai (Mount Road),primary,80.2461051,13.0361034
,secondary,80.2440531,13.0399667
,secondary,80.2438772,13.0398873
,secondary_link,80.2401677,13.0451626
Gopathi Narayanaswami Flyover,secondary,80.2383224,13.0440559
7th Avenue,secondary,80.2159063,13.0314435
11th Avenue,secondary,80.2159063,13.0314435
Inner Ring Road,primary,80.2117894,13.0320337
Inner Ring Road,primary,80.2121826,13.0344574
Ashok Pillar Road,secondary,80.2044359,13.036008
Ashok Pillar Road,secondary,80.2057471,13.0356997
15th Avenue,primary,80.2098997,13.0341451
Inner Ring Road,primary,80.2095772,13.0323652
11th Avenue,secondary,80.2158956,13.0313339
Arya Gowda Road,secondary,80.2218068,13.0419282
Venkatanarayana Road,secondary,80.238891,13.0323428
,secondary,80.2440395,13.0398846
Anna Salai (Mount Road),primary,80.2469712,13.0390833
Anna Salai (Mount Road),primary,80.2708859,13.067875
Anna Salai (Mount Road),primary,80.268431,13.0662769
Pantheon Road Flyover,secondary,80.2585427,13.0709758
Pantheon Road,secondary,80.2585089,13.0710371
,tertiary,80.195688,12.8595997
Racecourse Road,secondary,80.2126552,13.0052297
Service Road,primary_link,80.1628777,12.980061
,tertiary,80.2083351,12.873972
,tertiary,80.2074628,12.8734274
Velachery Main Road,primary,80.2118374,12.953368
Gandhi Street,tertiary,80.23963,12.9822483
Broadway Road,secondary,80.285469,13.0896638
TNHB Main Road,tertiary,80.2363981,12.8991345
Jawaharlal Nehru Road (100 Feet Road),primary,80.1991517,13.0764857
Jawaharlal Nehru Road (100 Feet Road),primary,80.1991768,13.0762864
,tertiary,80.1949616,13.0740883
,tertiary,80.1948943,13.069405
Mount - Medavakkam Road,primary,80.1888764,12.9665767
Rasappa Chetty Street,tertiary,80.2757841,13.0866209
Wall Tax Road,primary,80.2752715,13.091413
Greams Road,tertiary,80.2554237,13.0560505
Langs Garden Road,tertiary,80.2686351,13.0690899
Langs Garden Road,tertiary,80.2684601,13.0684686
Church Main street,tertiary,80.2468236,12.9639993
Dr MGR Main Road,secondary,80.246546,12.9635281
Dr MGR Main Road,secondary,80.2464835,12.9640017
Vivekananda nagar main road,secondary,80.2015128,13.1232768
Vivekananda Nagar Main Road,secondary,80.2015481,13.1238109
Vivekananda nagar main road,secondary,80.2015473,13.1234566
Vivekananda nagar main road,secondary,80.2015375,13.123898
Vivekananda nagar main road,secondary,80.2015217,13.1237208
Ambal Nagar Main,tertiary,80.2044572,13.0178334
Anna Salai (Mount Road),primary,80.2576907,13.0577844
1st Avenue,tertiary,80.2239393,13.0924697
1st Avenue,tertiary,80.2238991,13.0924262
1st Avenue,tertiary,80.2251802,13.093672
1st Avenue,tertiary,80.2240069,13.0924117
Strahans Road,secondary,80.2518025,13.097871
Strahans Road,primary,80.2511143,13.0981348
Otteri Bridge,primary,80.251317,13.0979536
D'Mellows Salai,secondary,80.2681408,13.0942828
Elephant Gate Bridge Road,secondary,80.2684063,13.0940836
Elephant Gate Bridge Road,secondary,80.2683862,13.0939892
Basin Bridge Road,secondary,80.2684607,13.0940109
Basin Bridge Road,secondary,80.2684063,13.0940836
D'Mellows Salai,secondary,80.2683862,13.0939892
Raja Muthiah Road,secondary,80.2704402,13.0842894
Vepery High Road,secondary,80.2704317,13.0843346
Raja Muthiah Road,secondary,80.270516,13.0842968
Vepery High Road,secondary,80.2704402,13.0842894
,tertiary,80.2265185,12.8523522
Ellaiamman Koil Street,tertiary,80.2237841,13.0348545
North Fort Road,primary,80.2879154,13.0852543
North Fort Road,primary,80.2878648,13.0852503
North Fort Road,primary,80.2891764,13.0856272
North Fort Road,primary,80.2879178,13.0851444
College Road,secondary,80.2519001,13.0672777
,tertiary,80.2277482,12.9000543
TTK Road,secondary,80.2612511,13.0475717
,tertiary,80.2366635,12.9381332
,tertiary,80.2364406,12.9375532
Audiappa Naicken Street,tertiary,80.2850618,13.0914651
Thiruvottriyur High Road,secondary,80.2842743,13.117284
Mugalivakkam Main Road,tertiary,80.1604904,13.0209901
North Mada Street,tertiary,80.2703963,13.0340949
North Mada Street,tertiary,80.2679987,13.0345574
Ramkrishna Mutt Road,secondary,80.2678895,13.0357677
Nookampalayam Link Road,tertiary,80.2239102,12.8767788
Lakshmanasamy Salai,tertiary,80.2042367,13.0382189
Nookampalayam Link Road,tertiary,80.2268496,12.8764595
Nookampalayam Link Road,tertiary,80.223993,12.8767614
Siva Shankaran Street,tertiary,80.1526517,12.9673451
,tertiary,80.2040121,13.0083659
OMR Service Road,tertiary,80.242061,12.9525465
Rajaji Salai,primary,80.2904488,13.0888071
Rajaji Salai,primary,80.2898747,13.0877738
Rajaji Salai,primary,80.2902607,13.0886173
,secondary,80.2901336,13.0886783
,secondary,80.2903598,13.0888458
,secondary,80.2900973,13.0888532
Mount - Medavakkam Road,primary,80.2012281,12.9938922
CP Ramaswamy Road,secondary,80.2566508,13.0308997
,tertiary,80.2782857,13.1288106
,tertiary,80.2655598,13.1108255
Eshwaran Koil Street,tertiary,80.235134,12.9313894
Pillaiyar Kovil Street,tertiary,80.2359475,12.9365076
Pachaiyappan Street,secondary,80.1974322,13.0309859
Pachaiyappan Street,secondary,80.1971073,13.0309963
,tertiary,80.2281811,12.9008871
,tertiary,80.2280343,12.9001337
OMR Service Road Flyover,tertiary,80.2484203,12.9987991
